RobotIndex,ObstacleIndex,MinDistance_Robot_Obstacle,MinDistance_Minkowski_Origin
4,0,366.61287484211465,208.08652046684813
4,1,391.72056366752054,536.4475743257676
4,2,91.23595782365635,421.882685115187
4,3,142.3411395205195,542.4066740002376
